Month,ID,Name,Age,AnnualIncome,MonthlyInhandSalary,NumBankAccounts,NumCreditCard,InterestRate,NumofLoan,TypeofLoan,Delayfromduedate,NumofDelayedPayment,ChangedCreditLimit,NumCreditInquiries,CreditMix,OutstandingDebt,CreditUtilizationRatio,CreditHistoryAge,PaymentofMinAmount,TotalEMIpermonth,Amountinvestedmonthly,PaymentBehaviour,MonthlyBalance,CreditScore,,,,,,,,,,,,
January,14,Sinead Carews,39,8701.545,4766.68,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",23,9,8.86,6,,2602.69,24.52316385,8 Years and 11 Months,Yes,36.54819717,13.06620992,LowspentLargevaluepayments,272.2984679,Poor,,,,,,,,,,,,
February,14,Sinead Carews,39,8701.545,519.12875,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",23,9,8.86,6,Standard,2602.69,39.9025176,9 Years and 0 Months,Yes,36.54819717,34.71516394,LowspentLargevaluepayments,250.6495139,Poor,,,,,,,,,,,,
March,14,Sinead Carews,39,8701.545,519.12875,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",23,,8.86,6,Standard,2602.69,36.47591386,9 Years and 1 Months,NM,36.54819717,45.65097554,LowspentLargevaluepayments,239.7137023,Poor,,,,,,,,,,,,
April,14,Sinead Carews,39,8701.545,519.12875,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",22,7,8.86,6,Standard,2602.69,32.09749228,9 Years and 2 Months,Yes,36.54819717,20.39018388,LowspentSmallvaluepayments,284.974494,Poor,,,,,,,,,,,,
May,14,Sinead Carews,39,8701.545,519.12875,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",22,9,8.86,6,Standard,2602.69,37.16937449,9 Years and 3 Months,Yes,36.54819717,50.4869522,LowspentSmallvaluepayments,254.8777256,Poor,,,,,,,,,,,,
June,14,,39,8701.545,519.12875,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",23,6,,6,Standard,2602.69,28.57003141,9 Years and 4 Months,Yes,36.54819717,52.93161341,LowspentMediumvaluepayments,242.4330644,Poor,,,,,,,,,,,,
July,14,,39,8701.545,,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",21,9,_,9,Standard,2602.69,38.46541541,NA,Yes,36.54819717,30.4718063,Low_spent_Medium_value_payments,264.8928715,Poor,,,,,,,,,,,,
August,14,Sinead Carews,39,8701.545_,519.12875,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",23,9,8.86,9,Standard,2602.69,28.81553706,9 Years and 6 Months,NM,36.54819717,,Low_spent_Small_value_payments,264.7720511,Poor,,,,,,,,,,,,
January,15,Poornimaf,36,25546.26,2415.855,8,7,14,5,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan, and Auto Loan",16,14,7.83,5,Standard,758.44,37.41820917,18 Years and 2 Months,NM,101.3286374,53.10459911,HighspentMediumvaluepayments,337.1522635,Standard,,,,,,,,,,,,
February,15,,36,25546.26,2415.855,8,7,14,5,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan, and Auto Loan",16,13,7.83,,Standard,758.44,29.71137554,18 Years and 3 Months,Yes,101.3286374,300.3232317,LowspentSmallvaluepayments,129.933631,Standard,,,,,,,,,,,,
March,15,Poornimaf,37,25546.26,2415.855,8,7,14,5,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan, and Auto Loan",16,10,7.83,5,Standard,758.44,25.41361674,18 Years and 4 Months,Yes,101.3286374,91.21658676,LowspentLargevaluepayments,319.0402759,Standard,,,,,,,,,,,,
April,15,Poornimaf,37,25546.26,2415.855,8,7,14,5,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan, and Auto Loan",16,10,7.83,,Standard,758.44,35.94627822,18 Years and 5 Months,Yes,101.3286374,83.71475049,HighspentMediumvaluepayments,306.5421121,Standard,,,,,,,,,,,,
May,15,Poornimaf,37,25546.26,2415.855,8,7,14,5,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan, and Auto Loan",16,13,7.83,5,,758.44,28.27742001,18 Years and 6 Months,Yes,101.3286374,311.9993475,LowspentSmallvaluepayments,118.2575152,Standard,,,,,,,,,,,,
June,15,Poornimaf,37,25546.26,2415.855,8,7,14,5,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan, and Auto Loan",16,10,7.83,5,,758.44,34.58659949,NA,Yes,101.3286374,61.73074847,HighspentSmallvaluepayments,338.5261142,Standard,,,,,,,,,,,,
July,15,Poornimaf,37,25546.26,2415.855,8,7,14,5,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan, and Auto Loan",16,14,10.83,5,Standard,758.44,30.09906724,18 Years and 8 Months,Yes,101.3286374,130.3003938,Low_spent_Small_value_payments,299.9564689,Standard,,,,,,,,,,,,
August,15,Poornimaf,37,25546.26,2415.855,8,7,14,5_,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan, and Auto Loan",15,13_,7.83,5,Standard,758.44,39.3334879,18 Years and 9 Months,Yes,101.3286374,189.8158613,Low_spent_Medium_value_payments,230.4410013,Standard,,,,,,,,,,,,
January,16,Chalmersa,30,31993.78,2942.148333,6,6,7,2,"Payday Loan, and Home Equity Loan",8,14,6.28,0,Standard,818.22,25.36959679,16 Years and 10 Months,Yes,45.14129822,81.99883506,LowspentMediumvaluepayments,447.0747001,Standard,,,,,,,,,,,,
February,16,Chalmersa,30,31993.78,2942.148333,6,6,7,2,"Payday Loan, and Home Equity Loan",12,14,6.28,0,Standard,818.22,37.95856941,16 Years and 11 Months,Yes,45.14129822,10000,LowspentSmallvaluepayments,157.8698035,Standard,,,,,,,,,,,,
March,16,Chalmersa,30,31993.78,2942.148333,6,6,7,2,"Payday Loan, and Home Equity Loan",8,14,10.28,1,Standard,818.22,27.38010905,17 Years and 0 Months,Yes,45.14129822,264.2570885,LowspentSmallvaluepayments,274.8164466,Standard,,,,,,,,,,,,
April,16,Chalmersa,30,31993.78,2942.148333,6,6,7,2,"Payday Loan, and Home Equity Loan",8,14,6.28,1,,818.22,34.15826212,17 Years and 1 Months,Yes,45.14129822,152.4523259,LowspentMediumvaluepayments,376.6212092,Standard,,,,,,,,,,,,
May,16,Chalmersa,30,31993.78,2942.148333,6,6,7,2,"Payday Loan, and Home Equity Loan",8,14,6.28,1,Standard,818.22,30.7880388,17 Years and 2 Months,Yes,45.14129822,43.47040867,HighspentMediumvaluepayments,455.6031264,Standard,,,,,,,,,,,,
June,16,Chalmersa,31,31993.78,2942.148333,6,6,7,2,"Payday Loan, and Home Equity Loan",8,14,6.28,1,Standard,818.22,34.28096872,17 Years and 3 Months,Yes,45.14129822,112.7238874,HighspentSmallvaluepayments,396.3496477,Standard,,,,,,,,,,,,
July,16,Chalmersa,31,31993.78,,6,6,7,-100,"Payday Loan, and Home Equity Loan",8,16,6.28,1,Standard,818.22,29.50345427,17 Years and 4 Months,Yes,45.14129822,104.5572362,High_spent_Small_value_payments,404.5162989,Standard,,,,,,,,,,,,
August,16,Chalmersa,31,31993.78,2942.148333,6,6,7,2,"Payday Loan, and Home Equity Loan",8,16,6.28,1,Standard,818.22,36.01279377,17 Years and 5 Months,Yes,45.14129822,97.58820324,Low_spent_Large_value_payments,421.4853319,Standard,,,,,,,,,,,,
January,17,Parkm,20,92047.08,2942.148333,6,7,16,0,,16,11,9.13,0,Standard,1296.64,37.11561494,29 Years and 2 Months,Yes,0,154.6341231,!@9#%8,854.5248769,Standard,,,,,,,,,,,,
February,17,,20,92047.08,7591.59,6,7,16,0,,16,11,9.13,4,Standard,1296.64,39.46775837,29 Years and 3 Months,Yes,0,710.4953807,LowspentMediumvaluepayments,328.6636193,Standard,,,,,,,,,,,,
March,17,Parkm,20,92047.08,7591.59,6,7,16,0,,18,11,9.13,4,,1296.64,27.79278836,29 Years and 4 Months,Yes,0,175.4456227,HighspentLargevaluepayments,823.7133773,Standard,,,,,,,,,,,,
April,17,Parkm,20,92047.08,7591.59,6,7,16,0,,16,11,9.13,4,Standard,1296.64,42.94468168,NA,Yes,0,120.9075538,HighspentLargevaluepayments,878.2514462,Poor,,,,,,,,,,,,
May,17,Parkm,20,92047.08,7591.59,6,7,16,0,,16,8,9.13,4,Standard,1296.64,34.35765024,29 Years and 6 Months,NM,0,78.71934549,HighspentLargevaluepayments,920.4396545,Poor,,,,,,,,,,,,
June,17,Parkm,20,92047.08,7591.59,6,7,16,0,,16,13,13.13,4,Standard,1296.64,28.77693774,NA,Yes,0,266.5850272,LowspentSmallvaluepayments,782.5739728,Poor,,,,,,,,,,,,
July,17,,20,92047.08,7591.59,6,7,16,0,,16,10,9.13,4,_,1296.64,40.75852164,29 Years and 8 Months,Yes,0,59.28557023,High_spent_Large_value_payments,939.8734298,Poor,,,,,,,,,,,,
August,17,Parkm,20,92047.08,7591.59,6,7,16,0,,16,11,9.13,4,Standard,1296.64,27.72764678,29 Years and 9 Months,Yes,0,268.0846033,Low_spent_Large_value_payments,761.0743967,Poor,,,,,,,,,,,,
January,18,Patrickg,45,32284.62,2898.385,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",11,12,9.22,8,Standard,1283.37,28.94089259,6 Years and 5 Months,Yes,103.0375604,254.8616151,LowspentMediumvaluepayments,211.9393246,Standard,,,,,,,,,,,,
February,18,Patrickg,46,32284.62,2898.385,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",11,12,9.22,8,Standard,1283.37,27.86131019,6 Years and 6 Months,Yes,103.0375604,103.2103074,LowspentLargevaluepayments,353.5906322,Standard,,,,,,,,,,,,
March,18,Patrickg,46,32284.62,2898.385,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",10,12,9.22,8,Standard,1283.37,27.88169704,6 Years and 7 Months,Yes,103.0375604,35.79356841,HighspentLargevaluepayments,391.0073712,Standard,,,,,,,,,,,,
April,18,Patrickg,46,32284.62,2898.385,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",11,12,9.22,8,Standard,1283.37,38.39455822,6 Years and 8 Months,Yes,103.0375604,280.2182538,LowspentSmallvaluepayments,196.5826859,Standard,,,,,,,,,,,,
May,18,Patrickg,46,32284.62,2898.385,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",15,,8.22,10,,1283.37,33.23978443,6 Years and 9 Months,Yes,103.0375604,154.0197492,HighspentSmallvaluepayments,292.7811904,Standard,,,,,,,,,,,,
June,18,Patrickg,46,32284.62,2898.385,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",11,12,8.22,10,Standard,1283.37,26.87446741,6 Years and 10 Months,Yes,103.0375604,272.2735499,LowspentSmallvaluepayments,204.5273897,Standard,,,,,,,,,,,,
July,18,Patrickg,46,32284.62,2898.385,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",7,,9.22,10,Standard,1283.37_,24.2055332,6 Years and 11 Months,Yes,103.0375604,10000,Low_spent_Small_value_payments,85.90209493,Standard,,,,,,,,,,,,
August,18,Patrickg,46,32284.62,2898.385,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",13,12,2.22,10,Standard,1283.37,27.93012371,7 Years and 0 Months,Yes,103.0375604,359.7718323,Low_spent_Small_value_payments,117.0291074,Standard,,,,,,,,,,,,
January,19,Laurence Frosty,26,97791.42,8079.285,6,6,12,0,,18,8,17.92,1,Standard,107.41,25.71557884,27 Years and 2 Months,Yes,0,451.2465194,LowspentSmallvaluepayments,646.6819806,Standard,,,,,,,,,,,,
February,19,Laurence Frosty,26,97791.42,8079.285,6,6,12,0,,18,8,11.92,1,,107.41,28.71120252,27 Years and 3 Months,Yes,0,322.7203197,LowspentLargevaluepayments,755.2081803,Standard,,,,,,,,,,,,
March,19,Laurence Frosty,26,97791.42,8079.285,6,6,12,0,,18,7,17.92,1,,107.41,34.92287233,27 Years and 4 Months,Yes,0,176.2642258,HighspentMediumvaluepayments,881.6642742,Standard,,,,,,,,,,,,
April,19,Laurence Frosty,26,97791.42,8079.285,6,6,12,0,,19,8,15.92,1,Standard,107.41,26.51363149,27 Years and 5 Months,Yes,629.8156531,499.24502,LowspentMediumvaluepayments,588.68348,Good,,,,,,,,,,,,
May,19,Laurence Frosty,26,97791.42,7449.469347,6,6,12,0,,18,,17.92,1,,107.41,38.64911431,27 Years and 6 Months,Yes,629.8156531,77.60922834,HighspentLargevaluepayments,970.3192717,Good,,,,,,,,,,,,
June,19,Laurence Frosty,26,97791.42,7449.469347,6,6,12,0,,16,8,17.92,1,Standard,107.41,44.67688859,27 Years and 7 Months,Yes,629.8156531,108.3039386,HighspentLargevaluepayments,939.6245614,Good,,,,,,,,,,,,
July,19,Laurence Frosty,26,97791.42,7449.469347,6,6,12,0,,18,8,13.92,1,Standard,107.41,28.80734982,27 Years and 8 Months,Yes,629.8156531,743.5408013,!@9#%8,334.3876987,Standard,,,,,,,,,,,,
August,19,Laurence Frosty,26,97791.42_,7449.469347,6,6,12,0,,18,8,17.92,1,Standard,107.41,33.8944426,27 Years and 9 Months,Yes,629.8156531,110.3182036,High_spent_Medium_value_payments,947.6102964,Good,,,,,,,,,,,,
January,20,Reema,31,19300.34,1512.361667,6,7,17,5,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Not Specified",52,,9.95,7,Bad,2430.21,29.93418573,18 Years and 2 Months,Yes,49.57206224,79.17641583,LowspentSmallvaluepayments,312.4876886,Poor,,,,,,,,,,,,
February,20,Reema,31,19300.34,1512.361667,6,7,17,5,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Not Specified",51,18,9.95,7,Bad,2430.21,36.64120358,18 Years and 3 Months,NM,49.57206224,55.29821299,HighspentSmallvaluepayments,306.3658914,Poor,,,,,,,,,,,,
March,20,Reema,31,19300.34,1512.361667,6,7,17,5,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Not Specified",48,19,15.95,7,,2430.21,37.62486247,NA,Yes,49.57206224,140.8185959,LowspentLargevaluepayments,230.8455085,Poor,,,,,,,,,,,,
April,20,Reema,31,19300.34,1512.361667,6,7,17,5,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Not Specified",51,19,9.95,7,Bad,2430.21,28.87038692,18 Years and 5 Months,Yes,49.57206224,61.42802987,HighspentSmallvaluepayments,300.2360745,Standard,,,,,,,,,,,,
May,20,Reema,32,19300.34,1512.361667,6,7,17,5,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Not Specified",51,19,9.95,7,Bad,2430.21,28.05884596,NA,Yes,49.57206224,173.0425508,LowspentSmallvaluepayments,218.6215536,Poor,,,,,,,,,,,,
June,20,Reema,32,19300.34,1512.361667,6,1029,17,5,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Not Specified",51,17,9.95,8,Bad,2430.21,25.84779062,18 Years and 7 Months,Yes,49.57206224,83.44744883,LowspentLargevaluepayments,288.2166556,Poor,,,,,,,,,,,,
July,20,Reema,32,19300.34,,6,7,17,5_,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Not Specified",51,19,8.95,8,_,2430.21,25.84314494,18 Years and 8 Months,Yes,56566,120.9754899,Low_spent_Large_value_payments,250.6886146,Poor,,,,,,,,,,,,
August,20,Reema,32,19300.34,1512.361667,6,7,17,5,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Not Specified",53,19,9.95,8,Bad,2430.21,23.70919322,18 Years and 9 Months,Yes,49.57206224,118.1855507,Low_spent_Medium_value_payments,263.4785537,Standard,,,,,,,,,,,,
January,21,,41,19514.88,1828.24,7,5,17,0,,30,12,4.17,2,,881.4,26.08454275,19 Years and 3 Months,NM,0,50.14372714,HighspentMediumvaluepayments,382.6802729,Standard,,,,,,,,,,,,
February,21,Mark Felsenthald,41,19514.88,1828.24,7,5,17,0,,30,14,4.17,2,,881.4,25.66585678,19 Years and 4 Months,No,0,10000,HighspentLargevaluepayments,381.8960652,Standard,,,,,,,,,,,,
March,21,,41,19514.88,1828.24,7,5,17,0,,30,12,4.17,2,Standard,881.4,33.66946005,19 Years and 5 Months,No,0,43.31582446,HighspentMediumvaluepayments,389.5081755,Standard,,,,,,,,,,,,
April,21,,41,19514.88,1828.24,7,488,17,0,,30,12,4.17,2,Standard,881.4,34.50370724,19 Years and 6 Months,No,0,45.38882031,HighspentMediumvaluepayments,387.4351797,Poor,,,,,,,,,,,,
May,21,Mark Felsenthald,41,19514.88,1828.24,7,5,17,0,,30,,4.17,2,Standard,881.4,41.1763842,19 Years and 7 Months,No,0,168.3414629,LowspentSmallvaluepayments,304.4825371,Poor,,,,,,,,,,,,
June,21,Mark Felsenthald,41,19514.88,1828.24,7,5,17,0,,30,12,4.17,2,Standard,881.4,38.78807246,19 Years and 8 Months,No,0,151.3776398,LowspentSmallvaluepayments,321.4463602,Poor,,,,,,,,,,,,
July,21,Mark Felsenthald,41,19514.88,1828.24,7,5,17,0,,30,15,4.17,2,Standard,881.4,27.18248277,19 Years and 9 Months,No,0,184.63116,Low_spent_Medium_value_payments,278.19284,Poor,,,,,,,,,,,,
August,21,Mark Felsenthald,41,19514.88,,7,5,5240,0,,26,11,4.17,4,_,881.4,28.78188778,19 Years and 10 Months,No,0,99.14154149,High_spent_Small_value_payments,343.6824585,Poor,,,,,,,,,,,,
January,22,Lee Chyenz,41,10183.015,0,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",48,,8.97,6,Bad,1672.43,25.95127289,10 Years and 1 Months,Yes,37.58807284,14.62273924,HighspentLargevaluepayments,295.2476463,Poor,,,,,,,,,,,,
February,22,Lee Chyenz,41,10183.015,1074.584583,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",48,18,7.97,6,Bad,1672.43,32.38559762,10 Years and 2 Months,NM,37.58807284,92.36195002,LowspentSmallvaluepayments,267.5084355,Poor,,,,,,,,,,,,
March,22,Lee Chyenz,41,10183.015,1074.584583,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",48,23,7.97,6,Bad,1672.43,23.73134791,10 Years and 3 Months,Yes,37.58807284,91.88397194,LowspentSmallvaluepayments,267.9864136,Poor,,,,,,,,,,,,
April,22,Lee Chyenz,41,10183.015,1074.584583,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",43,20,7.97,6,,1672.43,27.61417778,10 Years and 4 Months,Yes,37.58807284,46.81041575,HighspentSmallvaluepayments,283.0599697,Standard,,,,,,,,,,,,
May,22,Lee Chyenz,41,10183.015,1074.584583,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",51,,7.97,6,Bad,1672.43,32.29348991,10 Years and 5 Months,Yes,37.58807284,65.83126164,!@9#%8,294.0391239,Poor,,,,,,,,,,,,
June,22,Lee Chyenz,42,10183.015,1074.584583,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",48,24,10.97,1050,Bad,1672.43,25.10540255,10 Years and 6 Months,Yes,37.58807284,73.89986104,LowspentSmallvaluepayments,285.9705245,Poor,,,,,,,,,,,,
July,22,Lee Chyenz,42,10183.015,1074.584583,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",52,21,7.97,6,_,1672.43,24.71382399,10 Years and 7 Months,Yes,37.58807284,61.86372758,Low_spent_Small_value_payments,298.0066579,Poor,,,,,,,,,,,,
August,22,Lee Chyenz,42,10183.015_,1074.584583,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",48,21,7.97,6,Bad,1672.43,36.83702882,10 Years and 8 Months,Yes,37.58807284,71.12274735,Low_spent_Small_value_payments,288.7476381,Poor,,,,,,,,,,,,
January,23,,19,106733.13,8873.4275,4,4,1,0,,10,8,0.86,0,,76.23,29.81589563,32 Years and 9 Months,No,0,388.3603537,LowspentLargevaluepayments,768.9823963,Good,,,,,,,,,,,,
February,23,Nickb,20,106733.13,8873.4275,4,4,1,0,,5,7,,0,,76.23,28.10808629,32 Years and 10 Months,No,0,807.2067768,LowspentSmallvaluepayments,370.1359732,Good,,,,,,,,,,,,
March,23,Nickb,20,106733.13,8873.4275,4,4,4975,0,,2,6,0.86,0,Good,76.23,42.0704586,32 Years and 11 Months,No,0,172.0328285,HighspentLargevaluepayments,955.3099215,Good,,,,,,,,,,,,
April,23,Nickb,20,106733.13,8873.4275,4,4,1,0,,5,7,-4.14,0,Good,76.23,25.84254794,33 Years and 0 Months,No,0,644.2873937,LowspentLargevaluepayments,513.0553563,Good,,,,,,,,,,,,
May,23,Nickb,20,106733.13,8873.4275,4,4,1,-100,,5,6,0.86,0,Good,76.23,28.82055378,33 Years and 1 Months,No,0,345.6091354,HighspentMediumvaluepayments,791.7336146,Good,,,,,,,,,,,,
June,23,Nickb,20,106733.13,8873.4275,4,4,1,0,,5,6,-0.14,0,Good,76.23,31.7276036,NA,No,0,,HighspentMediumvaluepayments,913.0316547,Standard,,,,,,,,,,,,
July,23,Nickb,20,106733.13,8873.4275,4,4,1,0,,9,4,0.86,1,_,76.23,43.66511841,NA,No,0,191.0353726,High_spent_Large_value_payments,936.3073774,Standard,,,,,,,,,,,,
August,23,,20,106733.13,8873.4275,4,4,1,0,,7,6,0.86,1,Good,76.23,39.24363978,33 Years and 4 Months,No,0,384.7637248,!@9#%8,792.5790252,Standard,,,,,,,,,,,,
January,24,,31,12600.445,782.0370833,5,5,10,-100,"Not Specified, Student Loan, and Student Loan",28,19,15.79,7,,569.8,33.07588357,12 Years and 3 Months,Yes,26.06034753,0,HighspentLargevaluepayments,284.2982045,Standard,,,,,,,,,,,,
February,24,McBrideq,31,12600.445,782.0370833,5,5,10,-100,"Not Specified, Student Loan, and Student Loan",25,18,15.79,7,Standard,569.8,38.15374126,12 Years and 4 Months,Yes,26.06034753,103.1586179,LowspentSmallvaluepayments,238.9847429,Standard,,,,,,,,,,,,
March,24,,31,12600.445,782.0370833,5,5,10,3,"Not Specified, Student Loan, and Student Loan",25,16,15.79,7,Standard,569.8,23.17983274,12 Years and 5 Months,Yes,26.06034753,32.02630794,LowspentSmallvaluepayments,310.1170529,Standard,,,,,,,,,,,,
April,24,,32,12600.445,782.0370833,5,5,10,3,"Not Specified, Student Loan, and Student Loan",25,18,15.79,,Standard,569.8,28.81940706,12 Years and 6 Months,Yes,33746,31.14919791,LowspentMediumvaluepayments,300.9941629,Poor,,,,,,,,,,,,
May,24,McBrideq,32,12600.445,782.0370833,5,5,10,3,"Not Specified, Student Loan, and Student Loan",20,19,15.79,7,Standard,569.8,37.24021434,12 Years and 7 Months,Yes,26.06034753,41.0826367,LowspentSmallvaluepayments,301.0607241,Poor,,,,,,,,,,,,
June,24,McBrideq,32,12600.445,782.0370833,5,5,10,3,"Not Specified, Student Loan, and Student Loan",25,19,15.79,7,Standard,569.8,36.52748004,12 Years and 8 Months,Yes,26.06034753,48.00806666,LowspentSmallvaluepayments,294.1352941,Poor,,,,,,,,,,,,
July,24,McBrideq,32,12600.445,782.0370833,5,5,10,3,"Not Specified, Student Loan, and Student Loan",25,20,21.79,7,Standard,569.8,34.12530593,NA,Yes,26.06034753,56.90889586,Low_spent_Medium_value_payments,275.2344649,Poor,,,,,,,,,,,,
August,24,,32,12600.445,782.0370833,5,5,10,3,"Not Specified, Student Loan, and Student Loan",25,19,15.79,11,Standard,569.8,31.97887352,12 Years and 10 Months,Yes,26.06034753,66.37358,Low_spent_Small_value_payments,275.7697808,Poor,,,,,,,,,,,,
January,25,Rickt,34,57983.12,4720.926667,9,8,31,8,"Payday Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Student Loan, and Student Loan",47,19,7.27,12,Bad,3532.83,32.32176946,NA,Yes,200.4326134,265.7062119,LowspentSmallvaluepayments,295.9538413,Poor,,,,,,,,,,,,
February,25,Rickt,34,57983.12,4720.926667,9,8,31,8,"Payday Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Student Loan, and Student Loan",53,21,7.27,1044,Bad,3532.83,37.87364187,12 Years and 3 Months,Yes,200.4326134,193.8733754,HighspentMediumvaluepayments,327.7866778,Standard,,,,,,,,,,,,
